日期,销售额,成本,利润,地区,产品线,月份,季度,客户数,客单价,增长率,利润率
2024-01-03T00:00:00,20338.67529905832,8318.512875020346,10951.271989402949,华东,企业软件,2024-01,Q1 2024,62,461.81072286969953,0.12219097140731143,53.8
2024-01-03T00:00:00,20531.49704946472,9275.477311502498,11053.37389891891,华东,云服务,2024-01,Q1 2024,39,442.2383080952463,0.03761084090175753,53.8
2024-01-03T00:00:00,15250.364975304929,6935.022008911372,8924.548424821996,华东,技术服务,2024-01,Q1 2024,64,447.94663791044184,0.158158187607748,58.5
2024-01-03T00:00:00,10815.529749316518,5143.311839584934,6341.415216649235,华东,硬件设备,2024-01,Q1 2024,43,223.01233628655058,0.08073432015691201,58.6
2024-01-03T00:00:00,14799.824683064597,6880.342696601509,7816.6585942808015,华南,企业软件,2024-01,Q1 2024,71,474.71050325981633,0.09241074524822085,52.8
2024-01-03T00:00:00,17656.12284732673,7566.411369198152,9720.781238243426,华南,云服务,2024-01,Q1 2024,45,397.1225446728165,0.14248010485105125,55.1
2024-01-03T00:00:00,11943.605267821296,5710.025212842985,6911.374719413936,华南,技术服务,2024-01,Q1 2024,58,218.31030802471483,0.05855024945389638,57.9
2024-01-03T00:00:00,9504.294103828872,4224.755081598058,5084.822980506394,华南,硬件设备,2024-01,Q1 2024,51,145.44655461607758,0.0704214305582085,53.5
2024-01-03T00:00:00,12143.904327527322,5354.895523374237,7044.556139799302,华西,企业软件,2024-01,Q1 2024,58,210.630091294871,0.16527394035771648,58.0
2024-01-03T00:00:00,14050.767895308996,5975.503545558027,7706.041107623139,华西,云服务,2024-01,Q1 2024,48,268.97787449359106,0.1297578512718457,54.8
2024-01-03T00:00:00,10182.542205886873,3742.362430137539,4849.343200899147,华西,技术服务,2024-01,Q1 2024,61,157.7500115393048,0.13120599085260776,47.6
2024-01-03T00:00:00,8208.045872686007,3366.792401596336,4593.361457706125,华西,硬件设备,2024-01,Q1 2024,43,137.4728813076183,0.09264713092489307,56.0
2024-01-04T00:00:00,14370.5029685421,6373.370109697667,8168.960305392823,华北,企业软件,2024-01,Q1 2024,41,277.1179001204048,0.11224832855543615,56.8
2024-01-04T00:00:00,17180.12910192015,7559.633846002587,9636.012521634548,华北,云服务,2024-01,Q1 2024,35,406.759812430231,0.08932764241440765,56.1
2024-01-04T00:00:00,14025.739171565849,5972.148496215227,7541.222747843765,华北,技术服务,2024-01,Q1 2024,49,332.4117241923681,0.09907434320038051,53.8
2024-01-04T00:00:00,10294.290071365771,4109.741583738742,5878.889227240523,华北,硬件设备,2024-01,Q1 2024,65,207.16487227670663,0.12008558610494707,57.1
2024-01-04T00:00:00,18358.536784179447,8049.035786484801,10579.857458337046,华东,企业软件,2024-01,Q1 2024,50,439.06292825655714,0.10122550871294714,57.6
2024-01-04T00:00:00,22062.49238443125,9464.237692473744,12591.10062738786,华东,云服务,2024-01,Q1 2024,42,363.3473357553081,0.10916710028691759,57.1
2024-01-04T00:00:00,16820.215030648644,7155.835987207959,9696.733104375224,华东,技术服务,2024-01,Q1 2024,28,384.9669442954059,0.0620433669223151,57.6
2024-01-04T00:00:00,12037.340213683541,5666.309051875606,6953.089193321332,华东,硬件设备,2024-01,Q1 2024,44,289.3140401810426,0.1245959585753253,57.8
2024-01-04T00:00:00,14226.112397884355,6078.282738337535,7492.097182415088,华南,企业软件,2024-01,Q1 2024,32,209.48458248983178,0.09427300773736912,52.7
2024-01-04T00:00:00,18284.716381560003,8026.831033813818,10876.335410200874,华南,云服务,2024-01,Q1 2024,50,419.3891162904486,0.13114249661737495,59.5
2024-01-04T00:00:00,11271.425423729395,4914.253448507299,6567.3381740580635,华南,技术服务,2024-01,Q1 2024,57,292.6856160137018,0.02329429146321889,58.3
2024-01-04T00:00:00,11101.755154061455,4478.571329234089,6542.711252975109,华南,硬件设备,2024-01,Q1 2024,51,176.9715523032968,0.10337592407050546,58.9
2024-01-04T00:00:00,15061.428528649369,6025.377445163225,8278.00560791169,华西,企业软件,2024-01,Q1 2024,56,222.71280697110294,0.05175382697099478,55.0
2024-01-04T00:00:00,15514.641527449696,5917.222835862199,8303.932899702613,华西,云服务,2024-01,Q1 2024,29,316.77696135734783,0.1358771127897981,53.5
2024-01-04T00:00:00,11403.567754031052,5377.030428472674,6202.0543073768995,华西,技术服务,2024-01,Q1 2024,32,229.8843162322481,0.11920327244696537,54.4
2024-01-04T00:00:00,7062.623215479294,3455.291782776139,4353.422570768286,华西,硬件设备,2024-01,Q1 2024,56,150.86548115256699,0.05300601068363224,61.6
2024-01-05T00:00:00,14902.720342675919,6431.313340897243,9173.238497641447,华北,企业软件,2024-01,Q1 2024,40,280.3814804273771,0.07348711908137796,61.6
2024-01-05T00:00:00,17531.771397318775,7039.398333102995,10124.58568639781,华北,云服务,2024-01,Q1 2024,38,252.49074790023252,0.10176317759858644,57.7
2024-01-05T00:00:00,12767.849426422832,5258.052158275723,7324.914977966105,华北,技术服务,2024-01,Q1 2024,56,219.90173715202366,0.07347494261947363,57.4
2024-01-05T00:00:00,10097.516711817447,3587.2763871437387,5654.151611389145,华北,硬件设备,2024-01,Q1 2024,63,154.02697201368866,0.08754819802218108,56.0
2024-01-05T00:00:00,19187.923844423436,8878.430515735432,11301.447476239722,华东,企业软件,2024-01,Q1 2024,48,470.5770570240819,0.019677683987121376,58.9
2024-01-05T00:00:00,21192.650595409024,8589.096547848827,12425.738730474543,华东,云服务,2024-01,Q1 2024,39,322.57169273815003,0.14408198784747253,58.6
2024-01-05T00:00:00,15891.25880656791,6355.863536814978,8646.376852336552,华东,技术服务,2024-01,Q1 2024,65,273.54274789853383,0.04813769228367718,54.4
2024-01-05T00:00:00,11506.270274996268,4577.324251280906,7137.150740624768,华东,硬件设备,2024-01,Q1 2024,69,331.6480219054048,0.12814846183452855,62.0
2024-01-05T00:00:00,14349.349506549577,5921.555862298877,8320.840004925425,华南,企业软件,2024-01,Q1 2024,50,350.0296855615815,0.11352284128899194,58.0
2024-01-05T00:00:00,17768.24664749684,7204.107708959653,10295.989597244246,华南,云服务,2024-01,Q1 2024,57,325.1770579490402,0.05112223776007245,57.9
2024-01-05T00:00:00,13306.1380439097,4903.6051180328595,7634.689818330522,华南,技术服务,2024-01,Q1 2024,43,232.1194767651312,0.06183704217287416,57.4
2024-01-05T00:00:00,7967.17842986502,3684.5235088119352,5162.7961243373775,华南,硬件设备,2024-01,Q1 2024,40,155.72946108452376,0.016923996886552006,64.8
2024-01-05T00:00:00,11923.164765077447,5040.950841651849,7301.650925229461,华西,企业软件,2024-01,Q1 2024,41,271.4510592646278,0.15031464046072204,61.2
2024-01-05T00:00:00,14434.142233057482,5519.358742535229,8263.986213675453,华西,云服务,2024-01,Q1 2024,64,554.3641381811442,0.060155237226476165,57.3
2024-01-05T00:00:00,10879.08224758621,4700.812796178898,6270.338869097036,华西,技术服务,2024-01,Q1 2024,50,226.6695568022588,0.15838910308299037,57.6
2024-01-05T00:00:00,8736.545251969157,3457.423170071093,4889.236416209224,华西,硬件设备,2024-01,Q1 2024,45,158.82509835659093,0.07895077595898686,56.0
2024-01-06T00:00:00,18008.47064217784,7162.444128313673,10004.458819137388,华北,企业软件,2024-01,Q1 2024,62,369.5785889678709,-0.001906226758892693,55.6
2024-01-06T00:00:00,16854.67987939224,7128.82054120199,10559.484929328693,华北,云服务,2024-01,Q1 2024,66,333.9650532410803,0.08904497355955679,62.7
2024-01-06T00:00:00,13633.438186955433,6064.251587011725,8899.611660657614,华北,技术服务,2024-01,Q1 2024,35,239.90227697601446,0.11692482037472071,65.3
2024-01-06T00:00:00,11006.538573593685,5028.320488952923,6379.408259940637,华北,硬件设备,2024-01,Q1 2024,52,235.43266496247472,0.057507781526760414,58.0
2024-01-06T00:00:00,19567.13525440854,8152.441505825144,11768.674043350624,华东,企业软件,2024-01,Q1 2024,54,374.88646210908115,0.151876997212895,60.1
2024-01-06T00:00:00,20847.191158199472,8238.683015512292,12360.957843583952,华东,云服务,2024-01,Q1 2024,53,364.46361149959387,0.05389173379111873,59.3
2024-01-06T00:00:00,17389.553396646596,6919.801160156817,10291.322940566028,华东,技术服务,2024-01,Q1 2024,42,445.01192691868636,0.01106398755478607,59.2
2024-01-06T00:00:00,14322.998562649556,5674.676057550825,8360.458000912531,华东,硬件设备,2024-01,Q1 2024,38,187.97047998357823,0.10646105909876138,58.4
2024-01-06T00:00:00,16366.853792819837,6652.263610912491,9540.786444334839,华南,企业软件,2024-01,Q1 2024,42,292.49863905358785,0.1941012248237517,58.3
2024-01-06T00:00:00,21298.130477512354,8183.516523662402,11966.73497354918,华南,云服务,2024-01,Q1 2024,48,405.51132666179296,0.15470957592354745,56.2
2024-01-06T00:00:00,12195.635499343423,4600.918593185959,6697.163162863976,华南,技术服务,2024-01,Q1 2024,39,341.71511407221925,0.14115852919809574,54.9
2024-01-06T00:00:00,9993.807156313287,3937.703614531102,6245.403420175601,华南,硬件设备,2024-01,Q1 2024,66,224.42764737685897,0.024842852344094692,62.5
2024-01-06T00:00:00,12589.004897215538,4365.661626015316,7539.780089888024,华西,企业软件,2024-01,Q1 2024,47,223.4007314183077,0.19244780474726728,59.9
2024-01-06T00:00:00,16374.393667453258,6381.305754834496,10310.246445923649,华西,云服务,2024-01,Q1 2024,50,329.25948994450454,0.09879374564449984,63.0
2024-01-06T00:00:00,10916.367527972166,4296.357425250137,6410.719918371851,华西,技术服务,2024-01,Q1 2024,49,246.56933114825156,0.06435771086614178,58.7
2024-01-06T00:00:00,8599.897476441261,4000.1601342746294,4648.229885773264,华西,硬件设备,2024-01,Q1 2024,60,139.725697235677,-0.003669511620407473,54.0
2024-01-07T00:00:00,16375.249137786606,6142.73260340357,9840.420121447412,华北,企业软件,2024-01,Q1 2024,38,245.2651994547118,0.14678391965737306,60.1
2024-01-07T00:00:00,22247.418647061575,8337.41362211097,13105.549408307867,华北,云服务,2024-01,Q1 2024,54,579.3362376460015,0.1356499215086194,58.9
2024-01-07T00:00:00,13729.597679494915,5730.17300098095,8488.975735047019,华北,技术服务,2024-01,Q1 2024,46,225.95003884461897,0.04594683362000514,61.8
2024-01-07T00:00:00,12207.769338431168,4628.899795150009,7254.681586951194,华北,硬件设备,2024-01,Q1 2024,37,201.06624549193276,0.09075489317785056,59.4
2024-01-07T00:00:00,18968.363346030354,7100.0850282779575,10850.778338398412,华东,企业软件,2024-01,Q1 2024,34,329.0015339463451,0.03597853237518585,57.2
2024-01-07T00:00:00,24568.555087682904,10660.887316758059,15499.77287879424,华东,云服务,2024-01,Q1 2024,49,574.838488697198,0.11995680571760355,63.1
2024-01-07T00:00:00,16544.024487369566,6373.855465394237,9682.846727858056,华东,技术服务,2024-01,Q1 2024,46,323.53221973657827,0.11539008844460297,58.5
2024-01-07T00:00:00,10402.77839305743,4613.996592865104,6720.026827077587,华东,硬件设备,2024-01,Q1 2024,48,220.72366104348092,0.11737908526808356,64.6
2024-01-07T00:00:00,15194.99094551045,6236.51291276353,9210.709416454372,华南,企业软件,2024-01,Q1 2024,54,472.6167834987522,0.1514577818662822,60.6
2024-01-07T00:00:00,19848.462086346448,8112.251893429137,12236.097509836543,华南,云服务,2024-01,Q1 2024,60,624.2374841411312,0.03602115166321492,61.6
2024-01-07T00:00:00,12907.472124511009,5266.817969682657,7637.757573232978,华南,技术服务,2024-01,Q1 2024,51,303.7830361115375,0.0694241098504026,59.2
2024-01-07T00:00:00,9174.76629302227,3414.483523060278,5621.219360737078,华南,硬件设备,2024-01,Q1 2024,60,237.90007091808934,0.23161910324186955,61.3
2024-01-07T00:00:00,13944.431864826458,5233.613089094472,8500.955355711982,华西,企业软件,2024-01,Q1 2024,44,270.44098516508035,0.22800422691343974,61.0
2024-01-07T00:00:00,16002.269742666398,5904.763695961379,9304.918757925023,华西,云服务,2024-01,Q1 2024,67,352.790232394614,0.19062242789984646,58.1
2024-01-07T00:00:00,11452.615984470713,4841.174511085614,7276.9080729742345,华西,技术服务,2024-01,Q1 2024,56,342.11714803784696,0.06364314120875657,63.5
2024-01-07T00:00:00,8670.928106544387,3638.2247469844215,5291.661903561841,华西,硬件设备,2024-01,Q1 2024,36,161.8554756209607,0.13052928726419116,61.0
2024-01-08T00:00:00,18733.048219345106,7299.753261719151,11234.917257059004,华北,企业软件,2024-01,Q1 2024,49,544.8471100317065,0.1214809109566293,60.0
2024-01-08T00:00:00,20788.31961726204,7619.741987492707,12433.5523303439,华北,云服务,2024-01,Q1 2024,60,416.3443166739636,0.13407503486863123,59.8
2024-01-08T00:00:00,14558.463247206355,5917.061800176117,8804.79957343169,华北,技术服务,2024-01,Q1 2024,50,320.5039111618583,0.07827518862838423,60.5
2024-01-08T00:00:00,11432.512480230633,4243.386852050841,7185.585380978597,华北,硬件设备,2024-01,Q1 2024,41,235.22010545760992,0.07801344708629127,62.9
2024-01-08T00:00:00,22060.96921159643,8820.001912499412,13155.131198074427,华东,企业软件,2024-01,Q1 2024,52,372.9043905377063,0.10411419946377122,59.6
2024-01-08T00:00:00,24663.615776183866,10080.072713200496,15724.77114481308,华东,云服务,2024-01,Q1 2024,46,547.2010933882236,0.17266922385588507,63.8
2024-01-08T00:00:00,18214.81304813566,7033.408616623816,11260.421478187622,华东,技术服务,2024-01,Q1 2024,36,452.6995203409882,0.049792961662396606,61.8
2024-01-08T00:00:00,12299.340000500244,4842.925853944342,7854.121108573065,华东,硬件设备,2024-01,Q1 2024,40,205.8158238153925,0.08930055778872456,63.9
2024-01-08T00:00:00,16927.274547584628,6091.68459872135,10237.845545548098,华南,企业软件,2024-01,Q1 2024,51,302.0484662324482,0.11445843219539091,60.5
2024-01-08T00:00:00,22929.724970746236,8849.43139599694,14115.236375089456,华南,云服务,2024-01,Q1 2024,44,532.905294173356,0.1594508265553776,61.6
2024-01-08T00:00:00,15171.744392573151,5739.859844735736,9561.834134058165,华南,技术服务,2024-01,Q1 2024,44,274.40626017743824,0.11014615104256499,63.0
2024-01-08T00:00:00,10531.153986315398,4319.714341475399,5853.892608006747,华南,硬件设备,2024-01,Q1 2024,46,184.59420859962978,0.11672283949935126,55.6
2024-01-08T00:00:00,15350.495536696446,5505.693978003038,8626.955672154329,华西,企业软件,2024-01,Q1 2024,36,336.0308779553967,0.09834365135631015,56.2
2024-01-08T00:00:00,17922.376974696883,7112.266397700637,11132.768032791451,华西,云服务,2024-01,Q1 2024,61,241.54837051170617,0.07345656135398397,62.1
2024-01-08T00:00:00,11433.635381316448,4432.748022164371,7052.7158326526405,华西,技术服务,2024-01,Q1 2024,55,235.12694951388355,0.12953274153461547,61.7
2024-01-08T00:00:00,10301.011208039212,3984.813058407587,6271.474206282963,华西,硬件设备,2024-01,Q1 2024,61,154.9753011689328,0.13243549437948213,60.9
2024-01-09T00:00:00,17574.540162579466,7013.908680965752,10685.840194152113,华北,企业软件,2024-01,Q1 2024,53,379.9103647169826,0.10143724114674088,60.8
2024-01-09T00:00:00,22906.850443836964,8684.18868250921,13869.071963568664,华北,云服务,2024-01,Q1 2024,57,404.0627903276908,0.20816273616527303,60.5
2024-01-09T00:00:00,14527.55613332616,5554.888831455617,9253.397899104495,华北,技术服务,2024-01,Q1 2024,49,273.11843490523086,0.13039482548582695,63.7
2024-01-09T00:00:00,11778.880426846012,4620.05696926958,7654.993612693143,华北,硬件设备,2024-01,Q1 2024,39,233.8236536750255,0.06499395925304134,65.0
2024-01-09T00:00:00,21207.486417405627,8182.464678569679,13694.381012059264,华东,企业软件,2024-01,Q1 2024,65,445.236480360535,0.07224002366534009,64.6
2024-01-09T00:00:00,26190.657622498165,9570.24730013908,16772.778375591846,华东,云服务,2024-01,Q1 2024,44,676.4573883234049,0.13541782236496766,64.0
2024-01-09T00:00:00,16753.899742961665,6091.031808571354,10735.307395813437,华东,技术服务,2024-01,Q1 2024,56,347.613760151526,0.1923318498023833,64.1
2024-01-09T00:00:00,11460.864807098986,4438.458077779213,7568.479690546669,华东,硬件设备,2024-01,Q1 2024,52,256.8655966375799,0.11760276982571484,66.0
2024-01-09T00:00:00,15990.185509525047,5778.624010633836,9688.493009654436,华南,企业软件,2024-01,Q1 2024,53,279.80563888971653,0.12848836401161018,60.6
2024-01-09T00:00:00,20825.304588123527,8192.008955832469,12749.98424533731,华南,云服务,2024-01,Q1 2024,57,417.5731066927446,0.17200586077247365,61.2
2024-01-09T00:00:00,14274.628256562793,5071.283785975147,8004.671848515327,华南,技术服务,2024-01,Q1 2024,51,309.66237563952996,0.14203217744943622,56.1
2024-01-09T00:00:00,10497.742959866848,3507.9777017367096,6555.533491604054,华南,硬件设备,2024-01,Q1 2024,25,313.8328367875525,0.13802073280721489,62.4
2024-01-09T00:00:00,14967.593270071817,5318.025616502555,9137.203758509619,华西,企业软件,2024-01,Q1 2024,49,384.0776985694165,0.17516991508835755,61.0
2024-01-09T00:00:00,17222.160762865664,6595.961857965077,10786.423305103288,华西,云服务,2024-01,Q1 2024,29,364.6810378749762,0.06590078760011008,62.6
2024-01-09T00:00:00,10500.951593080423,4583.992534835301,6724.983734996359,华西,技术服务,2024-01,Q1 2024,44,190.96175251314358,0.16996777182930012,64.0
2024-01-09T00:00:00,9969.181447833094,3583.733629428528,6301.196262855525,华西,硬件设备,2024-01,Q1 2024,53,168.6011957861875,0.1317585900840985,63.2
2024-01-10T00:00:00,19247.804573384154,7700.553364612549,12249.606955180667,华北,企业软件,2024-01,Q1 2024,70,452.70870907012574,0.1867981901582625,63.6
2024-01-10T00:00:00,21011.226917453318,7842.028501842759,13285.67220556262,华北,云服务,2024-01,Q1 2024,54,386.34024072388576,0.07131499980307106,63.2
2024-01-10T00:00:00,16045.029656668325,6123.538439183463,9455.883723143948,华北,技术服务,2024-01,Q1 2024,50,292.45708711239604,0.13067589863652085,58.9
2024-01-10T00:00:00,10891.727102626744,3624.768671746115,6974.916101950081,华北,硬件设备,2024-01,Q1 2024,56,243.98650241711283,0.17869933816450165,64.0
2024-01-10T00:00:00,17624.130080055973,6938.775490872056,11694.29723537925,华东,企业软件,2024-01,Q1 2024,66,404.22483333925885,0.1539340416715648,66.4
2024-01-10T00:00:00,23584.616296699685,9125.991425663686,14940.501077935092,华东,云服务,2024-01,Q1 2024,34,365.48726123001626,0.1690045677073726,63.3
2024-01-10T00:00:00,16309.191079808801,6179.252964050311,10132.380158089387,华东,技术服务,2024-01,Q1 2024,44,372.2247549750543,0.09872229645042774,62.1
2024-01-10T00:00:00,15112.775688446305,5444.3348032513695,9439.796250401556,华东,硬件设备,2024-01,Q1 2024,21,241.3651183724721,0.013014311061095019,62.5
2024-01-10T00:00:00,16161.817510135481,5871.120678343891,10694.292693864092,华南,企业软件,2024-01,Q1 2024,45,312.7586330683742,0.0976539710560408,66.2
2024-01-10T00:00:00,20896.297323114763,7422.970848426654,13249.271225790839,华南,云服务,2024-01,Q1 2024,45,605.7320303179657,0.07859424195170438,63.4
2024-01-10T00:00:00,16498.897359548024,5912.409591146293,9986.929716158942,华南,技术服务,2024-01,Q1 2024,46,227.1352113404405,0.11909677261157767,60.5
2024-01-10T00:00:00,12390.767440602047,4517.117101498465,7378.3369306314735,华南,硬件设备,2024-01,Q1 2024,48,240.96316752516324,0.09813888817450793,59.5
2024-01-10T00:00:00,14936.04301375989,5801.175705356842,9312.543072642355,华西,企业软件,2024-01,Q1 2024,50,496.70442637609165,0.14581638373512407,62.3
2024-01-10T00:00:00,17392.8647213881,5455.111954236115,10987.5460397202,华西,云服务,2024-01,Q1 2024,48,276.5775055089391,0.04800470364372346,63.2
2024-01-10T00:00:00,11790.463705488586,4423.636372041393,8089.210697598637,华西,技术服务,2024-01,Q1 2024,48,236.07723925672306,0.1435033865344377,68.6
2024-01-10T00:00:00,9840.956566923473,3765.164050714904,6590.754481424304,华西,硬件设备,2024-01,Q1 2024,49,187.76314441694328,0.1525327198003806,67.0
2024-01-11T00:00:00,20415.476066969582,7532.888749514223,12252.090248737828,华北,企业软件,2024-01,Q1 2024,66,514.3678646830406,0.11513177326195166,60.0
2024-01-11T00:00:00,19932.404613544706,7492.679532745356,12634.694420276943,华北,云服务,2024-01,Q1 2024,54,301.86491327860483,0.122676715075699,63.4
2024-01-11T00:00:00,15361.71143275533,5867.6811156189515,9123.306316642194,华北,技术服务,2024-01,Q1 2024,55,260.99310652670846,0.08512182483200041,59.4
2024-01-11T00:00:00,13402.031428131775,5029.0421909259185,8451.075601906809,华北,硬件设备,2024-01,Q1 2024,50,345.2358842295873,0.027997455870285282,63.1
2024-01-11T00:00:00,22789.270865701474,8299.66660352781,14184.98920877519,华东,企业软件,2024-01,Q1 2024,43,631.3113520760292,0.18210075800681846,62.2
2024-01-11T00:00:00,25614.033824024973,10289.586778721297,16540.60605689415,华东,云服务,2024-01,Q1 2024,46,1038.077594234821,0.21454712862953706,64.6
2024-01-11T00:00:00,14425.772322508885,5954.2014447469555,10088.991862111123,华东,技术服务,2024-01,Q1 2024,63,274.0604019039735,0.12973771708326431,69.9
2024-01-11T00:00:00,15040.947200655539,5514.390330013237,9252.290223730106,华东,硬件设备,2024-01,Q1 2024,49,345.29817785595924,0.0859662461566613,61.5
2024-01-11T00:00:00,15011.109021949487,5281.153796912203,9261.82984284623,华南,企业软件,2024-01,Q1 2024,51,235.61128674062786,0.14591583030011568,61.7
2024-01-11T00:00:00,17274.603203881583,6863.320122930804,10991.83102692475,华南,云服务,2024-01,Q1 2024,47,320.1666751072447,0.05158277725681824,63.6
2024-01-11T00:00:00,13971.625120680685,5241.161712008015,9281.022249774916,华南,技术服务,2024-01,Q1 2024,34,269.06912674366583,0.09901811005366594,66.4
2024-01-11T00:00:00,12238.255002517733,4900.342872508007,7660.242092499131,华南,硬件设备,2024-01,Q1 2024,45,236.73552596870664,0.1271649014518194,62.6
2024-01-11T00:00:00,14328.338516396228,5088.535124155112,8876.329856786959,华西,企业软件,2024-01,Q1 2024,35,211.9842949446705,0.03780683823043575,61.9
